Tanggal	Ranking	Episode	Deskripsi	Penerbit	Bahasa	Rilis
2024-09-02	199	KH ZAENUDIN MZ - KISAH UMAR BIN KHATTAB	KH ZAENUDIN MZ - KISAH UMAR BIN KHATTAB  ---   Support this podcast: https://podcasters.spotify.com/pod/show/kh--zainuddin-mz/support	K.H. ZAINUDDIN MZ	Bahasa Indonesia	2020-09-17
2024-09-02	200	198 GUE SAMPE MUNTAH DENGERIN CERITA INI 	==============================================================================  Untuk teman-teman semua jika mempunyai cerita atau pengalaman Horornya saat di gunung atau dimanapun dan ingin berbagi ceritanya langsung, bisa hubungi team via Email : ngopihoror@gmail.com  Instagram : officialsumaradiwijaya Youtube : Sumar Adi Wijaya   Copyright 2024, Sumar Adi Wijaya  	Sumar Adi Wijaya	Bahasa Indonesia	2024-08-29
2024-09-03	1	Eps 408 - Stop nunggu orang yang ga jelas 	mau sampe kapan?	helobagas	Bahasa Indonesia	2024-08-24
2024-09-03	2	lengah dikit, nama itu muncul lagi | #berKata	susah, ya. putus memang perihal kehilangan.	Rintiksedu	Bahasa Indonesia	2024-08-26
2024-09-03	3	002 Al-Baqara	Surah 002 Al-Baqara recited by Mishary Rashid Alafasy Mishary Rashid Alafasy – 002 Al-Baqara	Muslim Central	English (US)	2016-04-06
2024-09-03	4	Surya itu S nya Super Peka	S12E05  masih dalam obrolan klarifikasi sifat bapak-bapak yang sebenernya itu seperti apa, kali ini lanjutannya ngebahas kepekaan mereka segimana sebenernya, langsung dengerin masyarakat 	Podkesmas Asia 	Bahasa Indonesia	2024-09-02
2024-09-03	5	664. Indonesia Emas 20450	Kata Gilbhas sih, Indonesia Emas gak akan terjadi di 2045! Kok gitu? Setuju gak tapi sama statement Gilbhas?Support Podcast Ancur melalui link saweria berikut 👉 https://saweria.co/podcastancur (lppink ada di bio instagram ⁠@podcastancur⁠). Kirim 50k bakal dibacain pesannya, kirim 250k buat yang mau ditelepon on air dan 1000k buat yang mau dateng ke studio!	Patra, Diaz, Dhika	Bahasa Indonesia	2024-09-01
2024-09-03	6	571 PERJALANAN MUDIK MENGERIKAN!! JADI TUMBAL MINTA DITUKAR DENGAN NYAWA	Agam dan Kakaknya melakukan perjalanan Mudik dari Jakarta ke Bandung mengendarai Sepeda Motor. Siapa sangka sesampainya mereka di Maribaya Lembang, kendaraan yang digunakan sempat beberapa kali mogok dan mereka bertemu beberapa sosok yang mencurigakan, niat hati ingin merayakan Hari Raya Idul Fitri bersama keluarga, ternyata mereka berdua mengalami kecelakaan tunggal hingga Kakaknya tidak sadarkan diri selama satu bulan lamanya. Apakah Agam dan kakaknya menjadi tumbal dari sosok yang mereka temui? Bagaimana kisah selengkapnya? Simak video berikut, jangan lupa berikan like dan komentarnya  Copyright 2024, Lentera Malam    ---   Support this podcast: https://podcasters.spotify.com/pod/show/lentera-malam8/support	Lentera Malam	Bahasa Indonesia	2024-08-26
2024-09-03	7	MERINDING! MASUK KERAJAAN GAIB ALAS ROBAN	"Siapa yang pernah ""kesasar"" di Alas Roban?  Jangan lupa tonton PMK Uncensored sekarang juga! Masih harga promo, guys. Klik di sini ya!"	Podkesmas Asia	Bahasa Indonesia	2024-09-01
2024-09-03	8	Lengah Dikit Auto Curhat, Sabar Gok !! 	S12E04 Masyarakat, mari kita perdengarkan klarifikasi bapaks-bapaks- terkait konten ibu ibu di instagram, kalo rame lanjut part 2 	Podkesmas Asia 	Bahasa Indonesia	2024-08-29
2024-09-03	9	001 Al-Fatiha	Surah 001 Al-Fatiha recited by Mishary Rashid Alafasy Mishary Rashid Alafasy – 001 Al-Fatiha	Muslim Central	English (US)	2016-04-06
2024-09-03	10	Ruang Sambat: Tukang Parkir Liar, Musnahin atau Pertahanin? (menampilkan Pandji Pragiwaksono vs. David Nurbianto)	Tukang parkir liar dikeluhkan warga karena dianggap parasit dan gak ngebantu. Tapi, ada yang bilang mending mereka tetap dibayar aja, daripada jadi kriminal dan “bemper sosial”Penasaran dengan kelanjutanya? Tonton full episodenya di sini!  Dengarkan episode lainnya dari Podcast Ruang 28 di aplikasi NOICE. Download NOICE di sini! 	NOICE	Bahasa Indonesia	2024-08-24
2024-09-03	11	056 Al-Waqia	Surah 056 Al-Waqia recited by Mishary Rashid Alafasy Mishary Rashid Alafasy – 056 Al-Waqia	Muslim Central	English (US)	2016-04-06
2024-09-03	12	573 MERINDINGGG ‼️ HOROR DAN MENGERIKANNYA ACEH 20 TAHUN SILAM	Rudy yang menjadi korban dari Tsunami Aceh 2004 hadir untuk menceritakan bagaimana ia bertahan sehingga selamat dari tragedi tersebut. Dan dari tragedi tersebut, Rudy juga mengalami kejadian horor. Bagaimana kisah selengkapnya? Simak video berikut, jangan lupa berikan like dan komentarnya  Copyright 2024, Lentera Malam    ---   Support this podcast: https://podcasters.spotify.com/pod/show/lentera-malam8/support	Lentera Malam	Bahasa Indonesia	2024-08-31
2024-09-03	13	Dari Mati Rasa Sampai Yura Yunita	Raditya Dika ngobrol bareng Donne Maula, Seorang Musisi, Penulis serta Pencipta Lagu.   Episode kali ini membahas awal mula Raditya Dika balik lagi bermusik, Pertemuan pertama Donne dengan istrinya Yura Yunita, hingga membahas proses Donne Menciptakan sebuah lagu.	Raditya Dika	Bahasa Indonesia	2024-08-30
2024-09-03	14	Eps. 544 - Fakta dibalik Panti Jompo Terbengkalai, Bogor	Setelah dengerin ini, jangan lupa cek PMK Uncensored di bit.ly/pmkuncensored ya. Selamat mendengarkan, tabik!	Podkesmas Asia	Bahasa Indonesia	2024-08-30
2024-09-03	15	#REWIND with Sal Priadi: Hidup Nomaden dan Keinginan Menaklukan Jakarta	Melintas memori Sal di tempat bersejarah buatnya, Roemah Iponk. Di mana lagu ‘Besok Kita Pergi Makan’ jadi project “Sangkuriang” bagi Sal Priadi dan Iponk sendiri. Membuka cerita soal lagu-lagu lainnya yang viral seperti, ‘Gala Bunga Matahari’ dan ‘Dari Planet Lain’. Tak luput membahas kehidupan masa remaja  yang nomaden dan kenangan Malang yang selalu tinggal di hatinya, serta manusia yang membantu keberlangsungan karirnya sampai saat ini.Sal Priadi segera menggelar Zuzuzaza Tour dalam waktu dekat. Beli tiket Zuzuzaza Tour di salpriadi.com  Connect with us! Email: hi@themaplemedia Instagram: https://www.instagram.com/themaplemedia/ TikTok: https://www.tiktok.com/@themaplemedia The Maple Media • 2024	The Maple Media	Bahasa Indonesia	2024-08-26
2024-09-03	16	Ustdz Hanan Attaki : Booster Tilawah AlMulk	Ustdz Hanan Attaki :  Booster Tilawah AlMulk	Forum Kajian	Bahasa Indonesia	2020-02-17
2024-09-03	17	192. Manajer Bank Besar Ini Melihat Nasabah Bawa Tuyul Ke Bank?	PEGAWAI BANK INI BERTEMU PENJAGA BANK GAIB SELAMA 16 TAHUN BEKERJA??  Malam ini, kita kedatangan Syarief yang akan menceritakan pengalamannya bekerja sebagai pegawai bank selama 16 tahun.  Syarief bahkan mengaku sempat melihat ada nasabah seperti membawa sosok tuyul yang ingin mencuri brankas tersebut namun gagal...  Mitos atau fakta, bahwa bank memiliki penjaga gaib?	Podcast Horror Tragedy	Bahasa Indonesia	2024-08-23
2024-09-03	18	DUA KATA LUCU : DARTO CABUL	S12E03 ketika bapak-bapak ini mencoba mengikuti trend anak Gen Z yaitu bikin Tiktok, tapi malah....Ya taulah siapa yang berulah, beli-beli konten ujungnya jadi ketipu To...To...	Podkesmas Asia 	Bahasa Indonesia	2024-08-26
2024-09-03	19	Cerita Penjegalan Anies Baswedan	Sempat menguat sebagai calon Gubernur Jakarta, Anies Baswedan gagal mendapat tiket. Partai Demokrasi Indonesia Perjuangan akhirnya mengusung Pramono Anung-Rano Karno setelah mendapat tekanan dari operator politik Istana Presiden. Bocor Alus edisi ini juga mengulas soal pertarungan di daerah kunci seperti Pilkada Banten, Jawa Barat, Jawa Tengah.  ——— Dukung jurnalisme independen Tempo dengan berlangganan lewat s.id/enakdibaca⁠. Unduh aplikasi Tempo untuk membaca berbagai liputan mendalam Tempo. 	Podcast Tempo Media	Bahasa Indonesia	2024-08-31
2024-09-03	21	572 IBU KENAPA AKU DIBUN*H?? SUMPAH GAK TEGA DENGERIN KISAH INI 😭	Berawal dari membantu temannya yang sedang kesusahan, Rina yang kemudian mendapati temannya ternyata sedang berusaha untuk menggugurkan janinnya. Setelahnya, banyak hal aneh terjadi yang di alaminya. Bagaimana kisah selengkapnya? Simak video berikut, jangan lupa berikan like dan komentarnya  Copyright 2024, Lentera Malam    ---   Support this podcast: https://podcasters.spotify.com/pod/show/lentera-malam8/support	Lentera Malam	Bahasa Indonesia	2024-08-29
2024-09-03	22	lawan badainya, jangan ganti orangnya. bener, nih? #berKata	antara yang perlu dilawan atau lebih baik ditinggalkan. 	Rintiksedu	Bahasa Indonesia	2024-09-02
2024-09-03	23	EPS 480 - AIR PUTIH CAMPUR SOJU FEAT SESILIA WENAS	PERATURAN KHUSUS VOKALIS : MABOK BOLEH TAPI NANTI #MendoanDay	DONOTIAN	Bahasa Indonesia	2024-08-30
2024-09-03	24	berharap ada rindu yang bisa membawamu kembali. sekali lagi.	gak nyangka juga orangnya kamu.	Rintiksedu	Bahasa Indonesia	2024-08-29
2024-09-03	25	#5 ADA SEKTE SETAN DI JAKSEL?!	Kisah horror nan misteri dari pengalaman dan sudut pandang pribadi narasumber. Jika kalian merinding, bukan tanggung jawab kami.   	Nexera Entertainment	Bahasa Indonesia	2024-08-15
2024-09-03	26	EPS #75 LEONNY, DIMANA ORANG TUA KU?? 	Dari kecil tak pernah mendapat pelukan dari orang tuanya. biar gak penasaran dengerin full nya.	podcast exit	Bahasa Indonesia	2024-08-23
2024-09-03	27	Yang Lagi Pegel-Pegel, Denger Ini!	Raditya Dika ngobrol bareng dr. Sandra Langow SpPD-KR, Seorang Dokter Reumatologi.   Episode kali ini Raditya Dika dan dr. Sandra membahas tentang penyakit atau kelainan pada sendi, reumatik dan juga autoimun.  	Raditya Dika	Bahasa Indonesia	2024-08-29
2024-09-03	28	663. Siap-siap Nabung Buat Akhir Tahun!	Mending nabung dari sekarang deh, daripada nantinya nyesel ga bisa memiliki sesuatu yang kami buat bareng WD Willy di akhir tahun👀  Support Podcast Ancur melalui link saweria berikut 👉 https://saweria.co/podcastancur (link ada di bio instagram ⁠@podcastancur⁠). Kirim 50k bakal dibacain pesannya, kirim 250k buat yang mau ditelepon on air, 1000k buat yang mau dateng ke studio dan 5000k datengin kita ke lokasi kalian!	Patra, Diaz, Dhika	Bahasa Indonesia	2024-08-29
2024-09-03	29	Rumah Yang Yahud! Ft. Nopek Novian	Di usia begini paling enak mengkhayal soal rumah nih! Coba dong dengerin episode ini bareng Gus Nopek!	Podcast Ampat	Bahasa Indonesia	2024-08-29
2024-09-03	30	Agustus si Paling Sibuk - Sruput Nendang S8 E18 	Kayak setiap harinya ada aja gitu gebrakannya,, bikin rungsing ajh...	Marlo Ernesto & Marco Parama	Bahasa Indonesia	2024-09-01
2024-09-03	31	Al Matsurat Dzikir Pagi 	Dzikir Al Matsurat Pagi versi Radio MQFM	Fadhilah Aunillah	Bahasa Indonesia	2020-04-05
2024-09-03	32	"Tetap Terlihat Baik-baik Aja Walaupun Dalam Hati ""Yaa Allah.. Yaa Allah"" | Season 7 Eps. 3 #LibatinAllah"	Yuk support kawasan pendidikan Pesan_Trend dan Program Dakwah ustadz Hanan Attaki lainnya. Buka website Pemuda Hijrah untuk informasi lebih lengkapnya. Official Account of Hanan Attaki | Managed by Shift Media Studio. For business inquiries please contact: 08971556543 (Dikha).. IG: ⁠https://www.instagram.com/hanan_attaki/⁠  TikTok: ⁠https://www.tiktok.com/@hanan_attaki_ 	Hanan Attaki	Bahasa Indonesia	2024-07-28
2024-09-03	33	194. Hantu JURKON Meneror Para Santriwati Di Pesantren!	"JURKON SERING MENEROR SANTRIWATI DI PESANTREN??  JURKON??? JURIG KON***?  ""Jurig"" dalam bahasa Sunda yang berarti hantu, ""Kon"" adalah sebutan nyentrik untuk kelamin pria... Kok ada hantu kayak gini ya? Lucunya lagi ada di sebuah pesantren yang terdapat di daerah Jawa Barat.  Sosok ini digambarkan dengan besar muka rata, kuping lancip, tidak memakai baju dan anunya keleweran sampai ke lantai.  Penasaran?"	Podcast Horror Tragedy	Bahasa Indonesia	2024-08-30
2024-09-03	34	661. Outing Keluarga Podcast Ancur	Tiba-tiba kepikiran, kayaknya seru juga nih kalo Podcast Ancur outing sekantor bawa keluarga masing-masing. Tapi kalo dipikir-pikir lagi, susah juga nih realisasiinnya😂Support Podcast Ancur melalui link saweria berikut 👉 https://saweria.co/podcastancur (link ada di bio instagram ⁠@podcastancur⁠). Kirim 50k bakal dibacain pesannya, kirim 250k buat yang mau ditelepon on air, 1000k buat yang mau dateng ke studio dan 5000k datengin kita ke lokasi kalian!	Patra, Diaz, Dhika	Bahasa Indonesia	2024-08-25
2024-09-03	35	 AYAT SERIBU DINAR (PEMBUKA DAN PENARIK REZEKI)	27- AYAT SERIBU DINAR (PEMBUKA DAN PENARIK REZEKI)	Bersama kita Istiqomah	Bahasa Indonesia	2020-09-30
2024-09-03	36	KKN #8 - GJLS Dicurigai Istri Karena Auto Connect Wifi Spa?!	Sekarang mahasiswa/mahasiswi gak perlu takut lagi kalau mau bimbingan, karena dosennya secantik Nikita Mirzani dan asdosnya selucu Dicky Difie!  	Nexera Entertainment	Bahasa Indonesia	2024-08-26
2024-09-03	37	Pengalaman Paskibraka | #1349	Cerita dari @elma_blessedmanagement	INDONESIAN HORROR STORIES	Bahasa Indonesia	2024-09-02
2024-09-03	38	Agak Laen! Versi: Pengumuman	S4E32. Ada pengumuman penting dari para ketua. Selamat mendengarkan, mauliate!	Agak Laen	Bahasa Indonesia	2024-08-17
2024-09-03	39	Sporty yang Kau Minta Ft. Rio Dumatubun	Bersama Rio Dumatubun kita ngomongin biliar dan olahraga lainnya	Podcast Ampat	Bahasa Indonesia	2024-08-22
2024-09-03	40	Agak Laen! Versi: Kartu As	S4E31. Mau pada bongkar rahasia ah di episode ini. Kita tengok cerita siapa yang paling mencengangkan, selamat menikmati!	Agak Laen	Bahasa Indonesia	2024-08-10
2024-09-03	41	AYAT KURSI 100X 	AYAT KURSI 100X 	Alquran daily	Arabic	2020-06-11
2024-09-03	42	288. NGEPOT XXI: DORAEMON BANTU DEH!	Jika boleh ku meminta 1 hal yang tak mungkin ada di dunia ini, Doraemon jawabannya so pasti. Seperangkat alat ajaib yang dahsyat dan bermanfaat membuatku sangat iri pada Nobita. AKU MAU SATUUUUU!!! Di Ngehe on The Spot kali ini, kami akan membedah 1 alat yang akan keluar dari kantong Doraemon. Jika ada di dunia nyata, akankah mengubah realita? Bagikan pada kami kira-kira alat Doraemon apa yang kamu ingin miliki via IG story dan mention @_rapot .	RezaAnkaRadhiniAbigail Potkes 	Bahasa Indonesia	2024-08-28
2024-09-03	43	#268 Mokondo: Modal Kondom Mic Doang	Kita sebagai podcaster bisa dibilag mokondo, soalnya studio juga masih nyewa.	BKR Brothers	Bahasa Indonesia	2024-08-26
2024-09-03	44	Eps. 64 - tidak ada Kungfu	Jackie Chan, olahraga, dan koreng	Barry Williem dan Erwin Wu	Bahasa Indonesia	2024-09-02
2024-09-03	45	Eps 410 - Kangen sih, tapi kalo harus ngechat lagi ga dulu deh	kangen boleh, ngechat jangan	helobagas	Bahasa Indonesia	2024-08-31
2024-09-03	46	Pengintai Rumah Panggung | #1348	Cerita dari Pay	INDONESIAN HORROR STORIES	Bahasa Indonesia	2024-08-30
2024-09-03	47	Dzikir Pagi - Muzammil Hasballah	Tuntunan Dzikir Pagi Lengkap	Kusumo Wardoyo Cahyo Nugroho	Bahasa Indonesia	2020-03-27
2024-09-03	48	NAIK GUNUNG APA UJI NYALI !! PENGAKUAN FULL HOROR MELANGGAR TITAH KUNCEN GUNUNG ARJUNO	NAIK GUNUNG APA UJI NYALI !! PENGAKUAN FULL HOROR MELANGGAR TITAH KUNCEN GUNUNG ARJUNO  Jangan lupa follow kami di :  Instagram : @Besokpagi.adv https://www.instagram.com/besokpagi.adv/ Tiktok : @Besokpagi.adv https://www.tiktok.com/@besokpagi.adv Spotify : Besok Pagi (Podcast Pendakian Horor) https://open.spotify.com/show/2uUzEzgKAAmwrbNAspmKjh   Untuk update video terbaru bisa cek di : Youtube : Besok Pagi https://www.youtube.com/@BESOKPAGICH   Copyright 2024, Besok Pagi Channel  Powered by Firstory Hosting	Besok Pagi 	Bahasa Indonesia	2024-08-31
2024-09-03	49	Siap Salah Kak	Senior macak sangar lan macak galak adalah ramashok, wayahe ospek penuh cinta. ❤️ ________ Support Mandan Kenthir: ⁠https://saweria.co/podcastmandankenthir⁠	Mandan Kenthir	Bahasa Indonesia	2024-08-26
2024-09-03	50	Cara Pintar Dapat Jodoh	Raditya Dika ngobrol bareng Henry Manampiring, seorang penulis buku berjudul Belajar Marketing, Belajar Hidup.  Episode kali ini membahas Marketing, Asmara hingga cara menemukan jodoh.   	Raditya Dika	Bahasa Indonesia	2024-08-19
2024-09-03	51	Eps. 543 - Lestari Binti Ngadiman	Jangan lupa, besok PMK Uncensored mulai tayang! Cek di bit.ly/pmkuncensored ya. Selamat mendengarkan, tabik!	Podkesmas Asia	Bahasa Indonesia	2024-08-25
2024-09-03	52	Uan & Denis Suka Nongkrong Bareng Pemain Persib	Bantu sawerannya ya paranoice tiap kali Uan lagi live… Song List:27:49 Adrian Khalif, Juicy Luicy - Sialan34:46 Juicy Luicy - Segala-galanya57:00 Juicy Luicy - Lampu Kuning   Dengarkan episode lainnya dari Podcast BERIZIK di aplikasi NOICE. Download NOICE di sini!	Awwe &amp; Randhika Djamil	Bahasa Indonesia	2024-08-23
2024-09-03	53	Agak Laen! Versi: FOMO	S4E29. Emang kelen aja yang bisa FOMO, ketua-ketua ini pun bisa. Selamat menikmati, mauliate!	Agak Laen	Bahasa Indonesia	2024-07-27
2024-09-03	54	Al Matsurat Dzikir Petang 	Dzikir Al Mastsurat Petang Versi Radio MQFM	Fadhilah Aunillah	Bahasa Indonesia	2020-04-05
2024-09-03	55	Mantra Seumur Hidup	Ada wanita yg di teror sampai 10 Tahun karena berbuat baik sama seorang pria. Ternyata di saat orang udah cinta dan merasa harus dapetin apa yang dia mau, dan ketika usahanya gak berhasil, dia berani lakuin segala cara termasuk lewat Pelet. Part 1: Godaan Tante Muda Part 2: Aku Kena Pelet, Suami Disantet Part 3: Kecanduan Mantra Buat kamu yang punya cerita seram dan mau cerita nya dibawain di Scary Things bisa kirim cerita ke email kita di scarythings.indo@gmail.com  Dengerin episode lainnya dari Podcast Scary Things di Aplikasi NOICE. Download NOICE ⁠⁠⁠⁠⁠⁠⁠⁠⁠di sini!	NOICE	Bahasa Indonesia	2024-08-27
2024-09-03	56	Begal Konstitusi Demi Dinasti	Bocor Alus akan mengungkap berbagai pembegalan konstitusi dan demokrasi yang dilakukan untuk melanggengkan dinasti Jokowi.   Bocor Alus hadir dari Universitas Gadjah Mada, Yogyakarta, almamater Jokowi yang juga mengumandangkan perlawanan sengit. ——— Dukung jurnalisme independen Tempo dengan berlangganan lewat ⁠s.id/enakdibaca⁠. Unduh aplikasi Tempo untuk membaca berbagai liputan mendalam Tempo. 	Podcast Tempo Media	Bahasa Indonesia	2024-08-31
2024-09-03	57	Dzikir Pagi oleh Syaikh Mishari Rashid Alafasy 	Dzikir pagi sesuai dengan sunnah nabi ﷺ. Dibacakan oleh Syaikh Mishari Rashid Alafasy dengan suaranya yang merdu.	falasik	Bahasa Indonesia	2020-11-07
2024-09-03	58	EPS 479 - PIRINGITIN DIRIRIT	SING ENTENG-ENTENG AEEEE #MendoanDay	DONOTIAN	Bahasa Indonesia	2024-08-28
2024-09-03	59	Ustadz Gadungan | #1347	Cerita dari Naufal	INDONESIAN HORROR STORIES	Bahasa Indonesia	2024-08-29
2024-09-03	60	Allah Tau Hatimu Berantakan - Ust Hanan Attaki	Allah Tau Hatimu Berantakan  ---   Support this podcast: https://podcasters.spotify.com/pod/show/kh-anwar-zahid6/support	KH Anwar Zahid	Bahasa Indonesia	2021-05-18
2024-09-03	61	Bedah Chapter 1123 “Elbaf! Arc yang ditunggu!! Wuhuuuuuu!!!”	IMPIAN USOPP DI DEPAN MATAAA!!!  Dengarkan episode lainnya dari Podcast Romance Dawn di aplikasi NOICE. Download NOICE ⁠⁠⁠⁠⁠⁠⁠⁠⁠di sini!  Song List: 1. Ado - Mirror 2. Home Made Kazoku - Shooting Star	NOICE	Bahasa Indonesia	2024-08-22
2024-09-03	62	193. Kisah Dramatis Sopir Ambulans Mengantar Jenazah Ke Tegal	RITUAL CUCI AMBULANS PEMBAWA PENUMPANG😱  Aldi seorang pria yang memutuskan bekerja sebagai sopir ambulans dikarenakan ketertarikannya serta lingkungan sejak Ia kecil. Menurutnya profesi ini pun sangat mulia.  Selama belasan tahun Aldi sudah menjadi sopir ambulans, banyak suda duka yang Ia temui salah satunya kejadian-kejadian misterius ketika menyupir.  Penasaran semua ceritanya?	Podcast Horror Tragedy	Bahasa Indonesia	2024-08-28
2024-09-03	63	YOLO (YOur Life with Ours!) - 196 Kerja Sesuai Passion Adalah Privilege?	Bisa bekerja sesuai passion termasuk ke dalam sebuah privilege, setuju gak? Tapi kalau dibahas lagi, passion ini apa sih sebetulnya? Yuk coba kita bahas bareng di episode kali ini!	MRA Media	Bahasa Indonesia	2024-09-01
2024-09-03	64	PUISI KAGUM DIPERSEMBAHKAN UNTUK DIRIMU	Eps 391  Sebuah kekaguman puisi ini pun untuk dirimu GJLSER 	Podkesmas Asia 	Bahasa Indonesia	2024-08-02
2024-09-03	65	REUNI TEN HAG vs SLOT DI MAN UNITED vs LIVERPOOL | Box2Box Football Show #5	- Liverpool dapat Chiesa murah, Ugarte kapan ke MU? - Pertarungan lini tengah di North-West Derby  - PSR kebijakan blunder? - Mikel (Arteta) datangkan Mikel (Merino)  Kawal deadline day dan Man United vs Liverpool sambil dengerin episode kelima Box2Box Football, bersama Dex Glenniza, Jerry Arvino, Rossi Finza, dan Tio Utomo. Jangan lupa like, share, subscribe, dan kawal terus demokrasi Indonesia! 	Box2BoxID	Bahasa Indonesia	2024-08-30
2024-09-03	66	"KESAKSIAN PENEMU BATU & TARING DARI ALAS ROBAN ""PEMBERI UANG GHAIB"" (EPS 357)"	Kesaksian Mas Riki sebagai pemain seni barongan mengalami kejadian mistis di tahun 2015. Ketika menampilkan seni tari barongan tiba-tiba Mas Riki diberi petunjuk untuk mengambil sebuah batu akik dan taring bertuah dibawah pohon nangka dikawasan alas roban. Mas Riki yang tak sadar membawa benda tersebut didatangi oleh sosok kakek tua dan memberitahu bahwa benda tersebut dapat memberi apa yang Mas Riki inginkan, termasuk mewujudkan uang ghaib.   Host : Mang Ei Narasumber : Mas Riki  Powered by Firstory Hosting	Malam Mencekam Podcast	Bahasa Indonesia	2024-09-01
2024-09-03	67	Eps 957 - Raymond Chin: JOKOWI HRS TANGGUNG JAWAB‼️Gue punya harga dan nama buzzer nya! QODARI: NGACO LOE.. (Ft.M Qodari & Raymond Chin)	Close The Door Podcast bersama M Qodari & Raymond Chin	Deddy Corbuzier	Bahasa Indonesia	2024-08-27
2024-09-03	68	SHALAWAT JIBRIL 1000x	SHALAWAT JIBRIL 1000x	Alquran daily	Arabic	2020-12-15
2024-09-03	69	DZIKIR MALAM SEBELUM TIDUR 	DZIKIR MALAM SEBELUM TIDUR 	Alquran daily	Arabic	2020-06-13
2024-09-03	70	Dzikir Penenang Hati dan Pikiran yang Sedang Stress, Galau, dan Gelisah	Dzikir Penenang Hati dan Pikiran yang Sedang Stress, Galau, dan Gelisah  ---   Support this podcast: https://podcasters.spotify.com/pod/show/gasa-al-fajr/support	Ega Saputra	Bahasa Indonesia	2020-09-29
2024-09-03	71	DUNIA UMUM, DUNIA UNIVERSAL & KEJADIAN SEBENARNYA	Eps 390  Sebuah moodbooster dirimu itu Po, gaboleh ngeluh yah Po	Podkesmas Asia 	Bahasa Indonesia	2024-07-30
2024-09-03	72	Juz 30 - Syaikh Mishary Alafasy 	Murottal Juz Amma Syaikh Mishary Alafasy Surah An Naba sampai An Nas	falasik	Bahasa Indonesia	2022-09-14
2024-09-03	73	Surat Al-Baqarah - Mishary Rashid Alafasy	Surat Al-Baqarah - Mishary Rashid Alafasy  ---   Support this podcast: https://podcasters.spotify.com/pod/show/danissasmito/support	DANISSASMITO	Bahasa Indonesia	2022-10-13
2024-09-03	74	Dzikir Pagi | Syeikh Misyari Al Afasy	Dzikir Pagi | Syeikh Misyari Al Afasy	Abi-nya Umair	Bahasa Indonesia	2023-10-09
2024-09-03	75	Episode Barasuara	Jalaran Sadrah, band keren, kaya semua, nomor orang terkenal.	Podkesmas Asia	Bahasa Indonesia	2024-08-21
2024-09-03	76	Riztegh alergi susu, bonar asam lambung.	Eps.30 | jaga kesehatan kelen - kalo mau support bisa lewat sini : https://saweria.co/TaukoPodcast	Bonar Manalu, Rizky Teguh	Bahasa Indonesia	2024-09-01
2024-09-03	77	TURUN ATAU TAK KEMBALI !! 13 JAM DIKUASI JIN PENUNGGU GUNUNG! GW KASIH LIHAT BUKTINYA	TURUN ATAU TAK KEMBALI !! 13 JAM DIKUASI JIN PENUNGGU GUNUNG! GW KASIH LIHAT BUKTINYA  Jangan lupa follow kami di :  Instagram : @Besokpagi.adv https://www.instagram.com/besokpagi.adv/ Tiktok : @Besokpagi.adv https://www.tiktok.com/@besokpagi.adv Spotify : Besok Pagi (Podcast Pendakian Horor) https://open.spotify.com/show/2uUzEzgKAAmwrbNAspmKjh   Untuk update video terbaru bisa cek di : Youtube : Besok Pagi https://www.youtube.com/@BESOKPAGICH   Copyright 2024, Besok Pagi Channel  Powered by Firstory Hosting	Besok Pagi 	Bahasa Indonesia	2024-08-29
2024-09-03	78	Dzikir Sore oleh Syaikh Mishari Rashid Alafasy 	Bacaan Dzikir Sore oleh Syaikh Mishari Rashid Alafasy dengan suaranya yang merdu	falasik	Bahasa Indonesia	2020-11-07
2024-09-03	79	Eps 409 - Jangan pernah ketemu lagi ya	jangan pernah muncul lagi	helobagas	Bahasa Indonesia	2024-08-30
2024-09-03	80	Andai Ku Jadi Raja	Seumpama rika dadi raja, nduwe kepengenan apa? _________ Support Mandan Kenthir: https://saweria.co/podcastmandankenthir	Mandan Kenthir	Bahasa Indonesia	2024-09-02
2024-09-03	81	Seperti Apa Koalisi Partai Politik dalam Pemilihan Anggota BPK 	Dewan Perwakilan Rakyat akan memilih lima anggota Badan Pemeriksa Keuangan pada 4 September 2024. Sampai dengan saat ini ada 74 kandidat yang akan menjalani uji kepatutan dan kelayakan oleh DPR. Dari seluruh kandidat tersebut, banyak nama politikus dan tokoh yang sempat terseret perkara hukum. Informasi yang diperoleh Tempo juga menyebut ada perkongsian sejumlah partai dalam meloloskan kandidat anggota BPK. Siapa mereka? ——— Dukung jurnalisme independen Tempo dengan berlangganan lewat s.id/tempoaja. Unduh aplikasi Tempo untuk membaca berbagai liputan mendalam Tempo.	Podcast Tempo Media	Bahasa Indonesia	2024-08-30
2024-09-03	82	S8E46: Peranku kini telah usai	Selamat mendengarkan dan selamat tidur! Kirim cerita: www.temantidur.id  Instagram: podcast.temantidur TikTok: podcast.temantidur  Salyra Perfume: https://shopee.co.id/salyra.perfume	Dera Firmansyah	Bahasa Indonesia	2024-08-31
